Manufacturer,Model,City Fuel Efficiency (MPG/MPGe),Highway Fuel Efficiency (MPG/MPGe),Primary Fuel Type,Vehicle Class,Environmental Rating (1–10)
General Motors,YUKON 2WD,21,26,Diesel,Standard SUV 2WD,4
General Motors,YUKON 4WD,14,18,Gasoline,Standard SUV 4WD,3
General Motors,YUKON 4WD,15,19,Gasoline,Standard SUV 4WD,3
General Motors,YUKON 4WD,20,26,Diesel,Standard SUV 4WD,4
General Motors,YUKON XL 2WD,15,19,Gasoline,Standard SUV 2WD,3
General Motors,YUKON XL 2WD,15,20,Gasoline,Standard SUV 2WD,3
General Motors,YUKON XL 2WD,21,26,Diesel,Standard SUV 2WD,4
General Motors,YUKON XL 4WD,14,18,Gasoline,Standard SUV 4WD,3
General Motors,YUKON XL 4WD,14,19,Gasoline,Standard SUV 4WD,3
General Motors,YUKON XL 4WD,20,26,Diesel,Standard SUV 4WD,4
Honda,ACCORD,29,37,Gasoline,Large Cars,6
Honda,ACCORD,51,44,Gasoline,Large Cars,8
Honda,ACCORD SPORT/TOURING,46,41,Gasoline,Midsize Cars,7
Honda,CIVIC 4Dr,27,37,Gasoline,Midsize Cars,6
Honda,CIVIC 4Dr,32,41,Gasoline,Midsize Cars,7
Honda,CIVIC 4Dr,31,39,Gasoline,Midsize Cars,7
Honda,CIVIC 4Dr,50,47,Gasoline,Midsize Cars,8
Honda,CIVIC 5Dr,30,38,Gasoline,Large Cars,7
Honda,CIVIC 5Dr,50,45,Gasoline,Large Cars,8
Honda,CIVIC 5Dr,22,28,Gasoline,Large Cars,5
Honda,CR-V AWD,26,31,Gasoline,Small SUV 4WD,6
Honda,CR-V AWD,40,34,Gasoline,Small SUV 4WD,7
Honda,CR-V FWD,28,34,Gasoline,Small SUV 2WD,6
Honda,CR-V FWD,43,36,Gasoline,Small SUV 2WD,7
Honda,HR-V AWD,25,30,Gasoline,Small Station Wagons,5
Honda,HR-V FWD,26,32,Gasoline,Small Station Wagons,6
Honda,ODYSSEY FWD,19,28,Gasoline,"Special Purpose Vehicle, minivan 2WD",5
Honda,PASSPORT AWD,19,24,Gasoline,Small SUV 4WD,4
Honda,PILOT AWD,19,25,Gasoline,Standard SUV 4WD,4
Honda,Pilot AWD Touring/Elite/Black,19,25,Gasoline,Standard SUV 4WD,4
Honda,Pilot AWD TRAILSPORT,18,23,Gasoline,Standard SUV 4WD,4
Honda,PILOT FWD,19,27,Gasoline,Small SUV 2WD,5
Honda,RIDGELINE AWD,18,24,Gasoline,Standard Pick-up Trucks 4WD,4
Honda,RIDGELINE AWD TrailSport,18,23,Gasoline,Standard Pick-up Trucks 4WD,4
Hyundai,Elantra,30,39,Gasoline,Midsize Cars,7
Hyundai,Elantra,32,41,Gasoline,Midsize Cars,7
Hyundai,Elantra,28,35,Gasoline,Midsize Cars,6
Hyundai,Elantra Hybrid,49,52,Gasoline,Midsize Cars,8
Hyundai,Elantra Hybrid Blue,51,58,Gasoline,Midsize Cars,8
Hyundai,Elantra N,20,27,Gasoline,Midsize Cars,5
Hyundai,Elantra N,21,29,Gasoline,Midsize Cars,5
Hyundai,Kona AWD,24,29,Gasoline,Small SUV 4WD,5
Hyundai,Kona AWD,26,29,Gasoline,Small SUV 4WD,5
Hyundai,Kona AWD,27,29,Gasoline,Small SUV 4WD,6
Hyundai,Kona FWD,26,32,Gasoline,Small SUV 2WD,6
Hyundai,Kona FWD,28,35,Gasoline,Small SUV 2WD,6
Hyundai,Kona FWD,29,34,Gasoline,Small SUV 2WD,6
Hyundai,Palisade AWD,19,24,Gasoline,Small SUV 4WD,4
Hyundai,Palisade FWD,19,26,Gasoline,Small SUV 2WD,5
Hyundai,Santa Cruz AWD,21,29,Gasoline,Small SUV 4WD,5
Hyundai,Santa Cruz AWD,19,27,Gasoline,Small SUV 4WD,5
Hyundai,Santa Cruz FWD,22,30,Gasoline,Small SUV 2WD,5
Hyundai,Santa Cruz XRT AWD,18,26,Gasoline,Small SUV 4WD,4
Hyundai,Santa Fe AWD,20,28,Gasoline,Small SUV 4WD,5
Hyundai,Santa Fe AWD XRT,19,26,Gasoline,Small SUV 4WD,5
Hyundai,Santa Fe FWD,20,29,Gasoline,Small SUV 2WD,5
Hyundai,Santa Fe Hybrid AWD,35,34,Gasoline,Small SUV 4WD,7
Hyundai,Santa Fe Hybrid FWD,36,35,Gasoline,Small SUV 2WD,7
Hyundai,Sonata AWD,25,34,Gasoline,Large Cars,6
Hyundai,Sonata FWD,25,36,Gasoline,Large Cars,6
Hyundai,Sonata FWD,28,38,Gasoline,Large Cars,6
Hyundai,Sonata FWD,23,32,Gasoline,Large Cars,5
Hyundai,Sonata Hybrid,44,51,Gasoline,Large Cars,8
Hyundai,Tucson AWD,24,30,Gasoline,Small SUV 4WD,5
Hyundai,Tucson FWD,25,33,Gasoline,Small SUV 2WD,6
Hyundai,Tucson Hybrid,35,35,Gasoline,Small SUV 4WD,7
Hyundai,Tucson Hybrid Blue,38,38,Gasoline,Small SUV 4WD,7
Hyundai,Venue,29,32,Gasoline,Small SUV 2WD,6
Ineos Automotive Li,Grenadier Station Wagon,15,15,Gasoline,Standard SUV 4WD,2
Ineos Automotive Li,Grenadier Trialmaster Edition,14,14,Gasoline,Standard SUV 4WD,2
Nissan,QX50,23,29,Gasoline,Small SUV 2WD,5
Nissan,QX50 AWD,22,28,Gasoline,Small SUV 4WD,5
Nissan,QX60 AWD,22,27,Gasoline,Standard SUV 4WD,5
Nissan,QX60 FWD,22,28,Gasoline,Standard SUV 2WD,5
Nissan,QX80 2WD,16,20,Gasoline,Standard SUV 2WD,4
Nissan,QX80 4WD,16,19,Gasoline,Standard SUV 4WD,3
Jaguar Land Rover L,F-PACE,22,27,Gasoline,Small SUV 4WD,5
Jaguar Land Rover L,F-PACE MHEV,19,25,Gasoline,Small SUV 4WD,4
Jaguar Land Rover L,F-PACE SVR,15,21,Gasoline,Small SUV 4WD,3
FCA US LLC,Compass 4X4,24,32,Gasoline,Small SUV 4WD,5
FCA US LLC,Gladiator 4X4,17,22,Gasoline,Standard Pick-up Trucks 4WD,4
FCA US LLC,Grand Cherokee 4X2,19,26,Gasoline,Standard SUV 2WD,5
FCA US LLC,Grand Cherokee 4X4,19,26,Gasoline,Standard SUV 4WD,5
FCA US LLC,Grand Cherokee L 4X2,19,26,Gasoline,Standard SUV 2WD,4
FCA US LLC,Grand Cherokee L 4X4,18,25,Gasoline,Standard SUV 4WD,4
FCA US LLC,Grand Wagoneer 4x4,14,20,Gasoline,Standard SUV 4WD,3
FCA US LLC,Grand Wagoneer L 4x4,14,20,Gasoline,Standard SUV 4WD,3
FCA US LLC,Wagoneer 4x2,17,24,Gasoline,Standard SUV 2WD,4
FCA US LLC,Wagoneer 4x4,16,23,Gasoline,Standard SUV 4WD,4
FCA US LLC,Wagoneer L 4x2,17,24,Gasoline,Standard SUV 2WD,4
FCA US LLC,Wagoneer L 4x4,16,23,Gasoline,Standard SUV 4WD,4
FCA US LLC,Wrangler 2dr 4X4,20,23,Gasoline,Small SUV 4WD,4
FCA US LLC,Wrangler 2dr 4X4,17,23,Gasoline,Small SUV 4WD,4
FCA US LLC,Wrangler 4dr 4X4,20,22,Gasoline,Small SUV 4WD,4
FCA US LLC,Wrangler 4dr 4X4,18,23,Gasoline,Small SUV 4WD,4
FCA US LLC,Wrangler 4dr 4X4,16,22,Gasoline,Small SUV 4WD,4
FCA US LLC,Wrangler 4dr 4X4,13,16,Gasoline,Small SUV 4WD,2
Kia,Carnival,18,26,Gasoline,"Special Purpose Vehicle, minivan 2WD",4
Kia,Carnival Hybrid,34,31,Gasoline,"Special Purpose Vehicle, minivan 2WD",6
Kia,K4,29,39,Gasoline,Midsize Cars,6
Kia,K4,30,40,Gasoline,Midsize Cars,7
Kia,K4,26,36,Gasoline,Midsize Cars,6
Kia,K5,25,36,Gasoline,Large Cars,6
Kia,K5,26,37,Gasoline,Large Cars,6
Kia,K5,23,33,Gasoline,Large Cars,5
Kia,K5 AWD,24,33,Gasoline,Large Cars,5
Kia,Niro,53,45,Gasoline,Small SUV 2WD,8
Kia,Niro FE,53,54,Gasoline,Small SUV 2WD,8
Kia,Seltos AWD,24,27,Gasoline,Small SUV 4WD,5
Kia,Seltos AWD,27,31,Gasoline,Small SUV 4WD,6
Kia,Seltos FWD,28,34,Gasoline,Small SUV 2WD,6
Kia,Sorento AWD,23,28,Gasoline,Small SUV 4WD,5
Kia,Sorento AWD,20,27,Gasoline,Small SUV 4WD,5
Kia,Sorento FWD,23,31,Gasoline,Small SUV 2WD,5
Kia,Sorento FWD,20,29,Gasoline,Small SUV 2WD,5
Kia,Sorento Hybrid AWD,34,34,Gasoline,Small SUV 4WD,7
Kia,Sorento Hybrid FWD,36,36,Gasoline,Small SUV 2WD,7
Kia,Soul,27,33,Gasoline,Small Station Wagons,6
Kia,Soul Eco dynamics,29,35,Gasoline,Small Station Wagons,6
Kia,Sportage AWD,23,27,Gasoline,Small SUV 4WD,5
Kia,Sportage FWD,25,32,Gasoline,Small SUV 2WD,6
Kia,Sportage Hybrid AWD,38,38,Gasoline,Small SUV 4WD,7
Kia,Sportage Hybrid FWD,42,44,Gasoline,Small SUV 4WD,7
Kia,Sportage X-pro,23,30,Gasoline,Small SUV 4WD,5
Kia,Telluride AWD,18,23,Gasoline,Small SUV 4WD,4
Kia,Telluride FWD,20,26,Gasoline,Small SUV 2WD,5
Jaguar Land Rover L,Defender 110,18,20,Gasoline,Standard SUV 4WD,4
Jaguar Land Rover L,Defender 110,14,18,Gasoline,Standard SUV 4WD,3
Jaguar Land Rover L,Defender 110 MHEV,15,19,Gasoline,Standard SUV 4WD,3
Jaguar Land Rover L,Defender 130,14,19,Gasoline,Standard SUV 4WD,3
Jaguar Land Rover L,Defender 130 Outbound,16,19,Gasoline,Standard SUV 4WD,4
Jaguar Land Rover L,Defender 130 P300 MHEV,17,20,Gasoline,Standard SUV 4WD,4
Jaguar Land Rover L,Defender 130 P400 MHEV,18,20,Gasoline,Standard SUV 4WD,4
Jaguar Land Rover L,Defender 90,18,21,Gasoline,Standard SUV 4WD,4
Jaguar Land Rover L,Defender 90,15,19,Gasoline,Standard SUV 4WD,3
Jaguar Land Rover L,Defender 90 MHEV,18,21,Gasoline,Standard SUV 4WD,4
Jaguar Land Rover L,Discovery,19,24,Gasoline,Standard SUV 4WD,4
Jaguar Land Rover L,Discovery Sport,19,23,Gasoline,Small SUV 4WD,4
Jaguar Land Rover L,Range Rover Evoque,20,27,Gasoline,Small SUV 4WD,5
Jaguar Land Rover L,Range Rover LWB MHEV,16,22,Gasoline,Standard SUV 4WD,4
Jaguar Land Rover L,Range Rover MHEV,16,23,Gasoline,Standard SUV 4WD,4
Jaguar Land Rover L,Range Rover P400 LWB MHEV,19,24,Gasoline,Standard SUV 4WD,4
Jaguar Land Rover L,Range Rover P400 MHEV,19,24,Gasoline,Standard SUV 4WD,4
Jaguar Land Rover L,Range Rover Sport MHEV,16,23,Gasoline,Standard SUV 4WD,4
Jaguar Land Rover L,Range Rover Sport P360 MHEV,20,25,Gasoline,Standard SUV 4WD,5
Jaguar Land Rover L,Range Rover Sport P400 MHEV,20,25,Gasoline,Standard SUV 4WD,5
Jaguar Land Rover L,Range Rover Sport SVR MHEV,16,22,Gasoline,Standard SUV 4WD,4
Jaguar Land Rover L,Range Rover SV LWB MHEV,16,22,Gasoline,Standard SUV 4WD,4
Jaguar Land Rover L,Range Rover SV MHEV,16,22,Gasoline,Standard SUV 4WD,4
Jaguar Land Rover L,Range Rover Velar,22,26,Gasoline,Small SUV 4WD,5
Jaguar Land Rover L,Range Rover Velar P340 MHEV,19,26,Gasoline,Small SUV 4WD,5
Jaguar Land Rover L,Range Rover Velar P400 MHEV,19,25,Gasoline,Small SUV 4WD,4
Toyota,ES 250 AWD,24,33,Gasoline,Midsize Cars,6
Toyota,ES 300h,43,44,Gasoline,Midsize Cars,7
Toyota,ES 350,22,32,Gasoline,Midsize Cars,5
Toyota,ES 350 F SPORT,22,31,Gasoline,Midsize Cars,5
Toyota,GX 550,15,21,Gasoline,Standard SUV 4WD,3
Toyota,IS 300,21,31,Gasoline,Compact Cars,5
Toyota,IS 300 AWD,19,26,Gasoline,Compact Cars,5
Toyota,IS 350,20,28,Gasoline,Compact Cars,5
Toyota,IS 350 AWD,19,26,Gasoline,Compact Cars,5
Toyota,IS 500,17,25,Gasoline,Compact Cars,4
Toyota,LC 500,16,24,Gasoline,Subcompact Cars,4
Toyota,LC 500 CONVERTIBLE,15,25,Gasoline,Minicompact Cars,4
Toyota,LC 500h,26,33,Gasoline,Subcompact Cars,6
Toyota,LS 500,18,29,Gasoline,Midsize Cars,5
Toyota,LS 500 AWD,17,27,Gasoline,Midsize Cars,4
Toyota,LS 500h AWD,22,29,Gasoline,Midsize Cars,5
Toyota,LS 500h AWD,22,29,Gasoline,Midsize Cars,5
Toyota,LX 600,17,22,Gasoline,Standard SUV 4WD,4
Toyota,LX 700h,19,22,Gasoline,Standard SUV 4WD,4
Toyota,NX 250,26,33,Gasoline,Small SUV 2WD,6
Toyota,NX 250 AWD,25,32,Gasoline,Small SUV 4WD,6
Toyota,NX 350 AWD,21,28,Gasoline,Small SUV 4WD,5
Toyota,NX 350 AWD F SPORT,21,28,Gasoline,Small SUV 4WD,5
Toyota,NX 350h AWD,41,37,Gasoline,Small SUV 4WD,7
Toyota,RC 300,21,31,Gasoline,Subcompact Cars,5
Toyota,RC 300 AWD,19,26,Gasoline,Subcompact Cars,5
Toyota,RC 350,20,28,Gasoline,Subcompact Cars,5
Toyota,RC 350 AWD,19,26,Gasoline,Subcompact Cars,5
Toyota,RC F,16,24,Gasoline,Subcompact Cars,4
Toyota,RX 350,22,29,Gasoline,Small SUV 2WD,5
Toyota,RX 350 AWD,21,28,Gasoline,Small SUV 4WD,5
Toyota,RX 350h AWD,37,34,Gasoline,Small SUV 4WD,7
Toyota,RX 500h AWD,27,28,Gasoline,Small SUV 4WD,5
Toyota,TX 350,21,27,Gasoline,Standard SUV 2WD,5
Toyota,TX 350 AWD,20,26,Gasoline,Standard SUV 4WD,5
Toyota,TX 500h AWD,27,28,Gasoline,Standard SUV 4WD,5
Toyota,UX 300h,45,41,Gasoline,Compact Cars,7
Toyota,UX 300h,45,41,Gasoline,Compact Cars,7
Toyota,UX 300h AWD,44,40,Gasoline,Compact Cars,7
Toyota,UX 300h AWD,44,40,Gasoline,Compact Cars,7
Ford Motor Company,AVIATOR AWD,17,25,Gasoline,Standard SUV 4WD,4
Ford Motor Company,AVIATOR RWD,18,25,Gasoline,Standard SUV 2WD,4
Ford Motor Company,CORSAIR AWD,21,28,Gasoline,Small SUV 4WD,5
Ford Motor Company,CORSAIR FWD,22,30,Gasoline,Small SUV 2WD,5
Ford Motor Company,NAUTILUS AWD,21,29,Gasoline,Small SUV 4WD,5
Ford Motor Company,NAUTILUS HEV AWD,30,31,Gasoline,Small SUV 4WD,6
Ford Motor Company,NAVIGATOR 4WD,15,22,Gasoline,Standard SUV 4WD,3
Lotus,Emira,16,24,Gasoline,Two Seaters,4
Lotus,Emira,18,26,Gasoline,Two Seaters,4
Maserati,Grancabrio,17,26,Gasoline,Subcompact Cars,4
Maserati,Grancabrio Trofeo,17,26,Gasoline,Subcompact Cars,4
Maserati,Granturismo,18,27,Gasoline,Subcompact Cars,4
Maserati,Granturismo Trofeo,18,27,Gasoline,Subcompact Cars,4
Maserati,Grecale,22,28,Gasoline,Small SUV 4WD,5
Maserati,Grecale Modena,22,28,Gasoline,Small SUV 4WD,5
Maserati,Grecale Trofeo,18,25,Gasoline,Small SUV 4WD,4
Maserati,GT2 Stradale,15,25,Gasoline,Two Seaters,4
Maserati,MC20,15,25,Gasoline,Two Seaters,4
Maserati,MC20 Spyder,15,25,Gasoline,Two Seaters,4
MAZDA,CX-30 4WD,26,33,Gasoline,Small SUV 4WD,6
MAZDA,CX-30 4WD,22,30,Gasoline,Small SUV 4WD,5
MAZDA,CX-5 4WD,23,29,Gasoline,Small SUV 4WD,5
MAZDA,CX-5 4WD,26,30,Gasoline,Small SUV 4WD,6
MAZDA,CX-5 4WD,22,27,Gasoline,Small SUV 4WD,5
MAZDA,MAZDA CX-50 4WD,25,31,Gasoline,Small SUV 4WD,6
MAZDA,MAZDA CX-50 4WD,23,29,Gasoline,Small SUV 4WD,5
MAZDA,MAZDA CX-50 4WD,39,37,Gasoline,Small SUV 4WD,7
MAZDA,MAZDA CX-50 4WD,39,37,Gasoline,Small SUV 4WD,7
MAZDA,MAZDA CX-70 4WD,24,28,Gasoline,Standard SUV 4WD,5
MAZDA,MAZDA CX-70 4WD,23,28,Gasoline,Standard SUV 4WD,5
MAZDA,MAZDA CX-90 4WD,24,28,Gasoline,Standard SUV 4WD,5
MAZDA,MAZDA CX-90 4WD,23,28,Gasoline,Standard SUV 4WD,5
MAZDA,MAZDA3 4-Door 2WD,27,37,Gasoline,Compact Cars,6
MAZDA,MAZDA3 4-Door 4WD,26,35,Gasoline,Compact Cars,6
MAZDA,MAZDA3 4-Door 4WD,23,32,Gasoline,Compact Cars,5
MAZDA,MAZDA3 5-Door 2WD,26,36,Gasoline,Midsize Cars,6
MAZDA,MAZDA3 5-Door 2WD,27,35,Gasoline,Midsize Cars,6
MAZDA,MAZDA3 5-Door 4WD,26,33,Gasoline,Midsize Cars,6
MAZDA,MAZDA3 5-Door 4WD,23,31,Gasoline,Midsize Cars,5
MAZDA,MX-5,26,34,Gasoline,Two Seaters,6
MAZDA,MX-5,26,35,Gasoline,Two Seaters,6
Mercedes-Benz,AMG C 43 4MATIC,19,27,Gasoline,Compact Cars,5
Mercedes-Benz,AMG CLA 35 4MATIC,22,29,Gasoline,Compact Cars,5
Mercedes-Benz,AMG CLA 45 S 4MATIC,20,28,Gasoline,Compact Cars,5
Mercedes-Benz,AMG CLE 53 4MATIC+ (convertible),19,26,Gasoline,Subcompact Cars,5
Mercedes-Benz,AMG CLE 53 4MATIC+ (coupe),20,27,Gasoline,Subcompact Cars,5
Mercedes-Benz,AMG G 63,14,16,Gasoline,Standard SUV 4WD,2
Mercedes-Benz,AMG GLA 35 4MATIC,22,28,Gasoline,Small Station Wagons,5
Mercedes-Benz,AMG GLB 35 4MATIC,21,26,Gasoline,Midsize Station Wagons,5
Mercedes-Benz,AMG GLC 43 4MATIC,19,25,Gasoline,Small Station Wagons,4
Mercedes-Benz,AMG GLC 43 4MATIC (coupe),18,24,Gasoline,Small Station Wagons,4
Mercedes-Benz,AMG GLE 53 4MATIC+,18,23,Gasoline,Standard SUV 4WD,4
Mercedes-Benz,AMG GLE 53 4MATIC+ (coupe),18,22,Gasoline,Standard SUV 4WD,4
Mercedes-Benz,AMG GLE 63 S 4MATIC+,14,19,Gasoline,Standard SUV 4WD,3
Mercedes-Benz,AMG GLE 63 S 4MATIC+ (coupe),14,19,Gasoline,Standard SUV 4WD,3
Mercedes-Benz,AMG GLS 63 4MATIC+,14,18,Gasoline,Standard SUV 4WD,2
Mercedes-Benz,AMG GT 43 (coupe),19,27,Gasoline,Subcompact Cars,5
Mercedes-Benz,AMG GT 43 4MATIC+,19,24,Gasoline,Small Station Wagons,4
Mercedes-Benz,AMG GT 53 4MATIC+,19,24,Gasoline,Small Station Wagons,4
Mercedes-Benz,AMG GT 55 4MATIC+ (coupe),12,19,Gasoline,Two Seaters,2
Mercedes-Benz,AMG GT 63 4MATIC+,15,21,Gasoline,Compact Cars,3
Mercedes-Benz,AMG GT 63 4MATIC+ (coupe),12,19,Gasoline,Two Seaters,2
Mercedes-Benz,AMG GT 63 PRO 4MATIC+ (coupe),12,19,Gasoline,Two Seaters,2
Mercedes-Benz,AMG SL 43,19,27,Gasoline,Minicompact Cars,5
Mercedes-Benz,AMG SL 55 4MATIC+,13,21,Gasoline,Minicompact Cars,3
Mercedes-Benz,AMG SL 63 4MATIC+,13,21,Gasoline,Minicompact Cars,3
Mercedes-Benz,C 300,25,35,Gasoline,Compact Cars,6
Mercedes-Benz,C 300 4MATIC,24,33,Gasoline,Compact Cars,5
Mercedes-Benz,CLA 250,26,36,Gasoline,Compact Cars,6
Mercedes-Benz,CLA 250 4MATIC,25,34,Gasoline,Compact Cars,6
Mercedes-Benz,CLE 300 4MATIC (convertible),23,32,Gasoline,Subcompact Cars,5
Mercedes-Benz,CLE 300 4MATIC (Coupe),24,33,Gasoline,Subcompact Cars,5
Mercedes-Benz,CLE 450 4MATIC (Convertible),23,32,Gasoline,Subcompact Cars,5
Mercedes-Benz,CLE 450 4MATIC (Coupe),23,33,Gasoline,Subcompact Cars,5
Mercedes-Benz,E 350,25,33,Gasoline,Midsize Cars,6
Mercedes-Benz,E 350 4MATIC,24,33,Gasoline,Midsize Cars,5
Mercedes-Benz,E 450 4MATIC,22,31,Gasoline,Midsize Cars,5
Mercedes-Benz,E 450 4MATIC All-Terrain Wagon,22,31,Gasoline,Midsize Station Wagons,5
Mercedes-Benz,G 550,17,19,Gasoline,Standard SUV 4WD,4
Mercedes-Benz,GLA 250,26,34,Gasoline,Special Purpose Vehicle 2WD,6
Mercedes-Benz,GLA 250 4MATIC,25,33,Gasoline,Small SUV 4WD,6
Mercedes-Benz,GLB 250,25,33,Gasoline,Special Purpose Vehicle 2WD,6
Mercedes-Benz,GLB 250 4MATIC,24,33,Gasoline,Small SUV 4WD,5
Mercedes-Benz,GLC 300,24,32,Gasoline,Small SUV 2WD,5
Mercedes-Benz,GLC 300 4MATIC,23,31,Gasoline,Small SUV 4WD,5
Mercedes-Benz,GLC 300 4MATIC (Coupe),23,31,Gasoline,Small SUV 4WD,5
Mercedes-Benz,GLE 350,21,28,Gasoline,Small SUV 4WD,5
Mercedes-Benz,GLE 350 4MATIC,19,26,Gasoline,Small SUV 4WD,5
Mercedes-Benz,GLE 450 4MATIC,19,25,Gasoline,Standard SUV 4WD,4
Mercedes-Benz,GLE 450 4MATIC (coupe),19,25,Gasoline,Standard SUV 4WD,4
Mercedes-Benz,GLE 580 4MATIC,15,20,Gasoline,Standard SUV 4WD,3
Mercedes-Benz,GLS 450 4MATIC,19,24,Gasoline,Standard SUV 4WD,4
Mercedes-Benz,GLS 580 4MATIC,14,19,Gasoline,Standard SUV 4WD,3
Mercedes-Benz,GLS 600 4MATIC Maybach,13,18,Gasoline,Standard SUV 4WD,2
Mercedes-Benz,S 500 4MATIC,21,31,Gasoline,Large Cars,5
Mercedes-Benz,S 580 4MATIC,17,25,Gasoline,Large Cars,4
Mercedes-Benz,S 580 4MATIC Maybach,16,27,Gasoline,Large Cars,4
Mercedes-Benz,S 680 4MATIC Maybach,12,20,Gasoline,Large Cars,2
BMW,Cooper Convertible,27,37,Gasoline,Minicompact Cars,6
BMW,Cooper Hardtop 2 Door,28,39,Gasoline,Subcompact Cars,6
BMW,Cooper Hardtop 4 Door,28,39,Gasoline,Compact Cars,6
BMW,Cooper S Convertible,26,36,Gasoline,Minicompact Cars,6
BMW,COOPER S HARDTOP 2 DOOR,28,39,Gasoline,Subcompact Cars,6
BMW,Cooper S Hardtop 4 Door,28,39,Gasoline,Compact Cars,6
BMW,Countryman S ALL4,24,32,Gasoline,Small SUV 4WD,5
BMW,JCW Convertible,26,35,Gasoline,Minicompact Cars,6
BMW,JCW Countryman ALL4,23,30,Gasoline,Small SUV 4WD,5
BMW,JCW Hardtop 2 Door,27,37,Gasoline,Subcompact Cars,6
Nissan,Outlander 2WD,24,31,Gasoline,Small SUV 2WD,5
Nissan,Outlander 4WD,24,30,Gasoline,Small SUV 4WD,5
Mitsubishi Motors Co,ECLIPSE CROSS 2WD,25,28,Gasoline,Small SUV 2WD,5
Mitsubishi Motors Co,ECLIPSE CROSS 4WD,25,26,Gasoline,Small SUV 4WD,5
Mitsubishi Motors Co,ECLIPSE CROSS ES 4WD,25,28,Gasoline,Small SUV 4WD,5
Mitsubishi Motors Co,Outlander Sport 4WD,23,29,Gasoline,Small SUV 4WD,5
Mitsubishi Motors Co,Outlander Sport 4WD,23,28,Gasoline,Small SUV 4WD,5
Nissan,ALTIMA,27,39,Gasoline,Midsize Cars,6
Nissan,ALTIMA AWD,25,34,Gasoline,Midsize Cars,6
Nissan,ALTIMA SL/SR,27,37,Gasoline,Midsize Cars,6
Nissan,ARMADA 2WD,16,20,Gasoline,Standard SUV 2WD,4
Nissan,ARMADA 4WD,16,19,Gasoline,Standard SUV 4WD,3
Nissan,ARMADA 4WD PRO-4X,15,18,Gasoline,Standard SUV 4WD,3
Nissan,FRONTIER 2WD,19,24,Gasoline,Standard Pick-up Trucks 2WD,4
Nissan,FRONTIER 4WD,17,21,Gasoline,Standard Pick-up Trucks 4WD,4
Nissan,FRONTIER 4WD PRO-4X,16,20,Gasoline,Standard Pick-up Trucks 4WD,4
Nissan,KICKS,28,35,Gasoline,Small SUV 2WD,6
Nissan,KICKS AWD,27,34,Gasoline,Small SUV 4WD,6
Nissan,KICKS PLAY,31,36,Gasoline,Midsize Cars,6
Nissan,MURANO AWD,21,27,Gasoline,Small SUV 4WD,5
Nissan,MURANO FWD,21,27,Gasoline,Small SUV 2WD,5
Nissan,PATHFINDER 2WD,20,27,Gasoline,Small SUV 2WD,5
Nissan,PATHFINDER 4WD,21,27,Gasoline,Small SUV 4WD,5
Nissan,PATHFINDER 4WD PLATINUM,20,25,Gasoline,Standard SUV 4WD,5
Nissan,PATHFINDER 4WD ROCK CREEK,20,23,Gasoline,Small SUV 4WD,4
Nissan,ROGUE AWD,28,35,Gasoline,Small SUV 4WD,6
Nissan,ROGUE AWD ROCK CREEK,27,32,Gasoline,Small SUV 4WD,6
Nissan,ROGUE AWD SL/PLATINUM,28,34,Gasoline,Small SUV 4WD,6
Nissan,ROGUE FWD,30,37,Gasoline,Small SUV 2WD,6
Nissan,ROGUE FWD SL/PLATINUM,29,36,Gasoline,Small SUV 2WD,6
Nissan,SENTRA,30,40,Gasoline,Midsize Cars,7
Nissan,SENTRA SR,30,38,Gasoline,Midsize Cars,6
Nissan,VERSA,32,40,Gasoline,Compact Cars,7
Nissan,VERSA,27,35,Gasoline,Compact Cars,6
Nissan,Z,18,24,Gasoline,Two Seaters,4
Nissan,Z,19,28,Gasoline,Two Seaters,5
Nissan,Z NISMO,17,24,Gasoline,Two Seaters,4
Porsche,718 Boxster,20,25,Gasoline,Two Seaters,5
Porsche,718 Boxster,21,27,Gasoline,Two Seaters,5
Porsche,718 Boxster GTS 4.0,17,24,Gasoline,Two Seaters,4
Porsche,718 Boxster GTS 4.0,19,24,Gasoline,Two Seaters,4
Porsche,718 Boxster S,19,24,Gasoline,Two Seaters,4
Porsche,718 Boxster S,19,25,Gasoline,Two Seaters,5
Porsche,718 Cayman,20,25,Gasoline,Two Seaters,5
Porsche,718 Cayman,21,27,Gasoline,Two Seaters,5
Porsche,718 Cayman GTS 4.0,17,24,Gasoline,Two Seaters,4
Porsche,718 Cayman GTS 4.0,19,24,Gasoline,Two Seaters,4
Porsche,718 Cayman S,19,24,Gasoline,Two Seaters,4
Porsche,718 Cayman S,19,25,Gasoline,Two Seaters,5
Porsche,718 GT4 RS,15,19,Gasoline,Two Seaters,3
Porsche,718 Spyder RS,14,19,Gasoline,Two Seaters,3
Porsche,911 Carrera,18,25,Gasoline,Minicompact Cars,4
Porsche,911 Carrera 4 GTS,17,23,Gasoline,Minicompact Cars,4
Porsche,911 Carrera 4 GTS Cabriolet,17,23,Gasoline,Minicompact Cars,4
Porsche,911 Carrera Cabriolet,18,25,Gasoline,Minicompact Cars,4
Porsche,911 Carrera GTS,17,24,Gasoline,Minicompact Cars,4
Porsche,911 Carrera GTS Cabriolet,17,23,Gasoline,Minicompact Cars,4
Porsche,911 Carrera GTS Cabriolet,17,23,Gasoline,Minicompact Cars,4
Porsche,911 Carrera S,17,24,Gasoline,Minicompact Cars,4
